stars,date,type,short_d,content,product_name,name
5.0 out of 5 stars,"Reviewed in the United States on October 13, 2017",Concert,Fantastic value,I got this for my girlfriend and she loves it.Great quality/value for the price and looks and sounds great.,donner,snowflashdrop
5.0 out of 5 stars,"Reviewed in the United States on October 12, 2017",Tenor,Couldn't put it down.,"I bought this uke on a whim after reading the reviews here and elsewhere.  And I'm very glad I did.  I got it yesterday and I haven't been able to put it down for very long.  It sounds fantastic even with the stock strings.  I wonder how much better it would sound with Aquila strings... The frets are nice and smooth.  The body is well made and although there is some visible glue along the side joints, you can't feel them.  I can't say it's loud or punchy but it's got a real nice even tone, which I prefer.  The fit and finish is very nicely done.  There's nothing bad I can say about this uke other than the fretboard will need to get some dressing done as it looks dry and maybe polish the frets.I had purchased the Cordoba 20TM ($155) before this but returned it because the G was very muddy sounding and the fret ends were not smoothed very well.  The overall build of this Donner is way better than the Cordoba which was very surprising for a uke that half as much as the Cordoba and  comes with all the extra stuff!  Sounds better too!",donner,James K
5.0 out of 5 stars,"Reviewed in the United States on October 9, 2017",Soprano,Five Stars,AMAZING!,donner,Alejandra Salgado
5.0 out of 5 stars,"Reviewed in the United States on October 8, 2017",Soprano,A good deal! Nice ukulele and case,A good deal!  Nice ukulele and case!,donner,Mary S.
5.0 out of 5 stars,"Reviewed in the United States on October 8, 2017",Soprano,Best deal out there for the price,"Best deal out there for the price. Good sound, quality wood and the toner works perfectly. Do not regret the purchase at all.",donner,David Medina
5.0 out of 5 stars,"Reviewed in the United States on October 8, 2017",Concert,We love it! But I have to buy my husband ...,"0:000:00This video is not intended for all audiences. What date were you born?JanuaryFebruaryMarchAprilMayJuneJulyAugustSeptemberOctoberNovemberDecember123456789101112131415161718192021222324252627282930312020201920182017201620152014201320122011201020092008200720062005200420032002200120001999199819971996199519941993199219911990198919881987198619851984198319821981198019791978197719761975197419731972197119701969196819671966196519641963196219611960195919581957195619551954195319521951195019491948194719461945194419431942194119401939193819371936193519341933193219311930192919281927192619251924192319221921192019191918191719161915191419131912191119101909190819071906190519041903190219011900SubmitAdobe Flash Player is required to watch this video.Install Flash PlayerSorry, this video is unsupported on this browser. We love it!  But I have to buy my husband  his own because he keeps on stealing mine LOL",donner,Sam
5.0 out of 5 stars,"Reviewed in the United States on October 8, 2017",Concert,Sounds great.,"I'm brand new to playing the Ukulele, but so far I'm very happy with this one. It sounds great. The tuner works well too.",donner,Kristen B.
5.0 out of 5 stars,"Reviewed in the United States on October 4, 2017",Concert,Great Ukulele! Comes with tuner,"Great Ukulele! Comes with tuner, strap and case. Sounds great. I had purchased another cheaper brand from Amazon but returned it. I'm very happy with this one. Recommended.",donner,J Berton
5.0 out of 5 stars,"Reviewed in the United States on October 4, 2017",Tenor,I was pleasantly surprised by the good quality of all the pieces in this set,"I was pleasantly surprised by the good quality of all the pieces in this set.  I think this will be a great starter instrument, at an economic price!",donner,Margaret Swank
5.0 out of 5 stars,"Reviewed in the United States on October 3, 2017",Soprano,Sweet music,"This was a birthday present for my daughter. She absolutely loves it! She is a new player and is self teaching. After making the purchase, I did some research (backwards I know). Outside of Amazon, reviews show this to be one the best for not only beginner's but for learned players as well. The tuner works great and this was a really good deal with everything included.",donner,Amazon Customer
5.0 out of 5 stars,"Reviewed in the United States on October 2, 2017",Soprano,Good first uke,"Great Ukulele!  I bought the Donner Soprano Ukulele as my first ukulele and I've had it for about four months now.  Now I'm obviously not an expert in the ukulele field, but here's my opinion. At first I had to tune it every day when I got it out but after a couple weeks of playing the strings got broken in and it holds tune wonderfully.  The little tuner that it came with is fantastic.  The bag is well padded and sturdy seeming.  As for the ukulele itself, it is very pretty and the sound is lovely.  It is well built and I would definitely recommend it to anyone looking to get a ukulele.",donner,Amazon Customer
5.0 out of 5 stars,"Reviewed in the United States on October 1, 2017",Concert,"Very nice ukulele, all quality and no gimmicks","This ukulele, at about $60, is probably one of the best musical instrument purchases I've made, and I've made quite a few.It doesn't have any fancy bindings or engravings, it's not gloss finished or anything unusual or exciting to look at, but it feels great, sounds nice, and works perfectly.  The tuner is okay, the strap is usable, but the case and instrument are excellent for the price and I'm very happy with it.",donner,Matt Winkler
5.0 out of 5 stars,"Reviewed in the United States on October 1, 2017",Soprano,Five Stars,My daughter LOVES her new ukulele!  Fast shipping.,donner,Judith Maitland
5.0 out of 5 stars,"Reviewed in the United States on September 30, 2017",Concert,Five Stars,This ukulele is great for the price. First time player and I love it.,donner,Joshua Sciortino
5.0 out of 5 stars,"Reviewed in the United States on September 28, 2017",Soprano,Five Stars,"Absolutely love it, very good quality and a great deal",donner,Tatiania M. Dacier
5.0 out of 5 stars,"Reviewed in the United States on September 27, 2017",Soprano,GET IT,"UGH THIS IS LITERALLY THE BOMB I LOVE IT If you're thinking about getting a good deal on an instrument THIS IS IT BRO Great material and feel and sound, Is definitely worth the price.",donner,barnard krouch
5.0 out of 5 stars,"Reviewed in the United States on September 25, 2017",Soprano,Very Satisfied!,"I’m a beginner, but I’m pretty impressed with what I got for the price! The ukulele itself is beautiful and it came with all the accessories I think I need to start playing!",donner,mever
5.0 out of 5 stars,"Reviewed in the United States on September 25, 2017",Soprano,Lovely quality Uke,"Lovely quality instrument for beginning on Ukelele.  Tone is warm and bright, wood is well crafted and finished with smooth satiny touch.  The entire kit is ready to go and it headed off for the Pacific Crest Trail.  Thank you so much.",donner,T K
5.0 out of 5 stars,"Reviewed in the United States on September 25, 2017",Concert,Five Stars,"Great product, shipped earlier than expected.",donner,Corey Seiuli
5.0 out of 5 stars,"Reviewed in the United States on September 25, 2017",Concert,So much yes!!!,"I have really been enjoying this ukulele. Granted, I have no prior experience with which to compare it, but this instrument feels and seems to live up to its description and reviews with great accuracy. It does take a little while of playing for it to learn to stay in tune, but it sounds gorgeous when it does. It's incredibly lightweight, has a beautiful finish, and the case is rather sturdy. The tuner is easy to use, and I am thankful for the strap and extra strings. This is really worth the price, and I enjoy every moment I get to spend with my little uke!",donner,Amazon Customer
5.0 out of 5 stars,"Reviewed in the United States on September 24, 2017",Concert,I'm just happy. What a nice package,"I'm just happy. What a nice package. I havent put this beautiful piece of craftmanship down yet. My ears are in heaven! I'm in heaven! Donner, I am just so pleasantly surprised at everything You put in this package for such an awesome price. Thank You.",donner,boo
5.0 out of 5 stars,"Reviewed in the United States on September 22, 2017",Concert,Great uke so far for a great price,"Great uke so far for a great price. It sounds really good and I am enjoying learning to play. First uke I've ever played so I don't really have anything to compare it to, but bought one for my sister at the same time and she has played others and said this one is great.",donner,Amazon Customer
5.0 out of 5 stars,"Reviewed in the United States on September 21, 2017",Concert,and has a really nice sound. It is also very beautiful,"Our teen daughter bought this ukulele with her own money and she is absolutely thrilled with it. It tunes well, holds the pitches, and has a really nice sound. It is also very beautiful. She is having so much fun learning to play it and singing along. Great purchase!",donner,J. Boehrs
5.0 out of 5 stars,"Reviewed in the United States on September 21, 2017",Soprano,Five Stars,It was great!,donner,Jennifer
5.0 out of 5 stars,"Reviewed in the United States on September 21, 2017",Concert,Five Stars,Amazing sound for the price!,donner,Scott
5.0 out of 5 stars,"Reviewed in the United States on September 20, 2017",Concert,My kindergartners love it! It was easy to learn,"If these were a little cheaper I would buy another one! I am a teacher and I bought this to play for my class. My kindergartners love it! It was easy to learn! I highly recommend getting one. It's annoying to have to bring it home to practice (I look like I'm in 5th grade band/orchestra) but with the carrying case backpack straps it's not that bad. The clip on tuner is the best! It might even be helping my singing be a little more in tune. The sound is great and it stays in tune for days. I got the concert size. I'm about 5'2"" with small hands. I feel like any smaller would be harder to get the right fingerings. Get one! You only need 3 notes to play every classroom song you need!",donner,Amazon Customer
3.0 out of 5 stars,"Reviewed in the United States on September 20, 2017",Tenor,"tunes easy, stays in tune well","tunes easy, stays in tune well, sounds good. would have been a five star, but looks are important also.  looks unfinished and has large white spots on body where they got sloppy with the glue",donner,richard
5.0 out of 5 stars,"Reviewed in the United States on September 19, 2017",Concert,Execllent for beginner to advanced,"New to town and didn't know anyone.  Came across an advert for beginner Ukulele classes. What a great way to meet people while learning something new.  I came across the Donner Concert Ukulele.  Read the reviews and watched the video by Lance.  I agree with all the positive reviews.  Really nice ukulele, nice sound, comfortable to hold.  The gig bag is well made and the extras are a plus.  A couple of things I don't like:One is the ukulele strap.  It is flimsy and twists easily.  The other thing I didn't like was the white logo on the gig bag.  No reflect on the quality of the bag or ukulele.  It is just me, so I did a quick fix with a black Sharpe.  Classes are fun and I have meant some great friends.",donner,Hotpepper
5.0 out of 5 stars,"Reviewed in the United States on September 18, 2017",Tenor,I need an instructor,Learning how to play it!,donner,Jim
1.0 out of 5 stars,"Reviewed in the United States on September 18, 2017",Tenor,It did not hold it's tune. It was retuned ...,It did not hold it's tune. It was retuned over and over again. Decided to return it and buy anotherUkulele.,donner,Timothy
5.0 out of 5 stars,"Reviewed in the United States on September 17, 2017",Concert,A good starter instrument,Well built with careful attention to detail.  A good starter instrument.,donner,Dave K
5.0 out of 5 stars,"Reviewed in the United States on September 17, 2017",Concert,Good sound!,Bought this for my teenager and she loves it! Sound is very good. Well made.  Travel /storage bag is good. Good price. Arrived on time and very well packaged. No complaints.,donner,Charlie
5.0 out of 5 stars,"Reviewed in the United States on September 14, 2017",Concert,Five Stars,My granddaughter is very happy,donner,Patricia E. Sheehan
5.0 out of 5 stars,"Reviewed in the United States on September 13, 2017",Concert,Such a great uke.,Such a great uke...it is a beginner uke but one that is of the quality that you can grow with....really worth the money. Great product.,donner,steve
5.0 out of 5 stars,"Reviewed in the United States on September 13, 2017",Concert,Good quality and includes the essentials at a very good ...,Good quality and includes the essentials at a very good price! Highly recommend especially if you're like me and just wanted to get a ukulele to start playing with!!,donner,Amazon Customer
4.0 out of 5 stars,"Reviewed in the United States on September 12, 2017",Concert,Four Stars,The Ukulele is great! Just wish it will come with a pick.,donner,ManMan555
4.0 out of 5 stars,"Reviewed in the United States on September 11, 2017",Soprano,Four Stars,My daughter loves it,donner,Kim Robare
5.0 out of 5 stars,"Reviewed in the United States on September 10, 2017",Concert,Five Stars,"nice instrument, fast delivery.  good, accurate communication concerning when to expect delivery.",donner,Tomasina Moore
5.0 out of 5 stars,"Reviewed in the United States on September 10, 2017",Soprano,Good construction,Very good construction. I think a great deal at the price.,donner,David A. Coughlin
5.0 out of 5 stars,"Reviewed in the United States on September 7, 2017",Soprano,"Overall, impressive starter ukulele and awesome impulse buy","I'm really enjoying this ukulele after a month of ownership. The quality is great for what you pay, and what you get. Build quality and material essentially meet the standards for pricing. I anticipated having an issue with this useless holding a tune, but I am surprised how well it holds a tune now. Initially my top two strings held a tune well, while the bottom two would go out between a day or two break of playing. I break it out once or twice every few days since buying it a month ago, requiring only minor adjustments utilizing the tuner that came with the ukulele. After about a month of regular use and adjustments, I find it still holding a tune for a few days now, surprisingly. I assume the strings are ""broken in"" at this point. The tuner that comes with is also great, very straightforward, and hasn't given me any issues. I also really like the case for peace of mind and storage. The soprano is a little small, as expected, and I anticipate buying a concert size from the same manufacturer so I can negotiate my fingers well enough to play a few songs I want to learn. Overall I am beyond satisfied in the realm  of cost and quality for everything I got. I would definitely recommend for anyone curious enough to start playing without wanting to make a major investment.",donner,Chris and Andrea
5.0 out of 5 stars,"Reviewed in the United States on September 7, 2017",Tenor,Great ukelele,I'm an older adult beginner on the ukelele. This Uke is perfect for me. The tone is good and the tuner helped me get the Uke ready to play in a short amount of time.,donner,Linda Tompkins
5.0 out of 5 stars,"Reviewed in the United States on September 6, 2017",Concert,"This is a beautiful instrument! Very sturdy, well made, high-quality!","Our daughter absolutely LOVES this ukelele! She's been wanting one for a while, and after researching so many of them, we decided on this one. So glad we did! This is a beautiful instrument! Very sturdy, well made, high-quality! It has a beautiful tone, and seems to stay in tune.  The wood is beautiful, too. The case that comes with it is well made, protective, and has a nice large storage area. It also comes with extra strings, a decent strap, and a tuner that works great. We bought this along with the Essential Elements for ukelele book for our daughter, and she was able to teach herself and can now play pretty well!",donner,"Hummingbirds,Top Contributor: Running"
5.0 out of 5 stars,"Reviewed in the United States on September 5, 2017",Soprano,This is a good first ukulele,This is a good first ukulele. The sound is very good and the strings stay in tune for a long time!,donner,carter
5.0 out of 5 stars,"Reviewed in the United States on September 3, 2017",Tenor,Very happy with the package,"Very happy with the package. The Ukulele has a nice tone ... or is it the type of strings on it? Nice to have the tuner, it is very simple to use, and I can easily keep the uke in tune.",donner,Steve and Jan
5.0 out of 5 stars,"Reviewed in the United States on September 3, 2017",Concert,We are winning that talent show.,"Great beginners ukulele. I bought it to play songs with my son. He just turned 1 and doesn't really get how to play it yet, but it's so easy. He should be able to learn a few songs by the end of the week. Just in time for the big talent show.The washers on the tuner pegs were rattling, but the nuts were easily tightened. No more rattling",donner,Bunko Artist
4.0 out of 5 stars,"Reviewed in the United States on September 2, 2017",Tenor,Great buy,"I love this thing. It was priced right, and delivers louds of fun.",donner,William Carrico
5.0 out of 5 stars,"Reviewed in the United States on September 2, 2017",Concert,Great for beginners!!,"It is normal for ukuleles to not stay in tune at first, but this uke adjusted super quick! It has a beautiful tone, and I love the finish",donner,Annie
5.0 out of 5 stars,"Reviewed in the United States on September 2, 2017",Concert,Good package at a fair price.,"I have had this ukulele for a few months now and I am not sorry I purchased it. This is my first ukulele, but I have had guitars for years, and I wanted a ukulele to tinker with.On opening the package, all that was described was included... Good start so far. The ukulele was in good shape with no shipping damage and no factory blemishes. In fact, the ukulele is very nice looking. The soft case is also quite nice and seems like it will hold up with use. The ukulele strap is on the cheap end and easily twists and curls, but I don't use it anyway. If I were going to, I would buy a new one. The ukulele itself did have a couple of rattles - one in the main body and one at the tuning knobs. The rattle in the main body turned out to be a small piece of card stock that must have made its way in during manufacturing and was easily removed by giving the ukulele a couple of shakes with the hole facing down. The rattle on the tuning knobs ended up being a loose nut at the base of one of the string posts; a couple of turns with a small open-end wrench and the ukulele is rattle free.Over the first couple weeks, the ukulele needed frequent tuning. This is to be expected with new nylon strings as they have some give in them and will stretch and also since they are tied at the bottom with knots and the knots will tighten with the tension and loosen up the strings. Once all this settled, it only requires occasional minor tuning and sounds great. This ukulele is a pleasure to play and all the notes are clean with no string rattles or dead spots like you might find on a cheaper instrument. I have kept this ukulele out and laying around and it survived the destructive forces of my children so far.The tuner that comes with this package has now replaced the more expensive tuner I have been using for my guitars for years. It is very simple and works well.Bottom line is, if you are looking for a ukulele to learn on, tinker with, or play around the campfire, but don't want to spend a lot of money, this package is definitely worth the price (I paid $69.00). I would definitely recommend this product. If you have larger hands, you may want to consider the tenor size instead.",donner,Craig
5.0 out of 5 stars,"Reviewed in the United States on September 2, 2017",Concert,Beautiful sound,This ukulele has a beautiful sound!,donner,jpl
5.0 out of 5 stars,"Reviewed in the United States on September 1, 2017",Concert,Very pleased,"Beautiful instrument, very happy with all the accessories",donner,Amazon Customer
5.0 out of 5 stars,"Reviewed in the United States on August 31, 2017",Concert,Five Stars,I love it. Received an instruction book today  and  will begin working on learning,donner,Jean
5.0 out of 5 stars,"Reviewed in the United States on August 31, 2017",Concert,Five Stars,Love it,donner,Hanna Brawdy
5.0 out of 5 stars,"Reviewed in the United States on August 30, 2017",Concert,Five Stars,I fell in love with it :),donner,Carolina
5.0 out of 5 stars,"Reviewed in the United States on August 30, 2017",Tenor,Great first ukulele!,"It's a great first ukulele that isn't too expensive. The tuner is great, and I use it for other instruments as well as the ukulele. During my first few days of playing, the first and second strings wouldn't stay in tune, but after about a week of playing the strings had adjusted and now they do stay in tune! I also happened to tune the ukulele upside down and thought there was something wrong with it, but through much googling was able to fix my mistake.",donner,Diane M. Jacobson
5.0 out of 5 stars,"Reviewed in the United States on August 30, 2017",Soprano,Five Stars,Birthday gift for my daughter. She loves it. Hasn't put it down since she got it.,donner,Michael Gaughan
5.0 out of 5 stars,"Reviewed in the United States on August 29, 2017",Soprano,Five Stars,Love this. Been teaching myself uke. Works great for my needs.,donner,deborah albright
5.0 out of 5 stars,"Reviewed in the United States on August 22, 2017",Soprano,Great purchase,I love my uke! Great quality and sound. Very nice tuner too!,donner,Kelsie Jackson
5.0 out of 5 stars,"Reviewed in the United States on August 22, 2017",Concert,"This ukulele is really nice, I love it","I had been wanting to get a ukulele for a while. Im 23 and have never played any kind of instrument before. This ukulele is really nice, I love it. It has a beautiful sound to it, and the tuner is great. After a lot of research Im glad I went with this one.",donner,Amazon Customer
5.0 out of 5 stars,"Reviewed in the United States on August 20, 2017",Soprano,Five Stars,good,donner,thuantruong
5.0 out of 5 stars,"Reviewed in the United States on August 20, 2017",Concert,Five Stars,Great set up.,donner,Howard Johnson
5.0 out of 5 stars,"Reviewed in the United States on August 19, 2017",Concert,LOVE my ukulele,"LOVE my ukulele!! It took a long time for the strings to get comfortable and stay in place, more or less. I found I was having to tune the strings a LOT during the first month or so. But after that, with consistent (almost daily) tuning, I found that the strings would stay a little better. It takes minimal tuning now! My favorite instrument!!",donner,L. Zuniga
4.0 out of 5 stars,"Reviewed in the United States on August 18, 2017",Concert,Four Stars,Very good starter kit for the price.,donner,Amazon Customer
5.0 out of 5 stars,"Reviewed in the United States on August 17, 2017",Soprano,Excellent value,"I've had the soprano version for a little over 24 hours now. I've been playing it a lot. Verdict: I love it.I'm a fingerstyle guitar player for 20 years now. I've had a tenor uke (a Cordoba) for about four years. The amount of time I spend on my various musical instruments tends to go up and down. Lately I've spent much time on the ukulele. Blues, ragtime, medieval, renaissance, classical.I got this soprano so that I would have something small to take on an upcoming vacation.First, the tuning: many people report huge problems keeping it in tune. I don't question their experience. But 24 hours in, I have to tweak the tuning maybe once every 15 minutes of playing. It has stabilized very quickly.Fit and finish. I'm not going to tout this as a high-end instrument. The fretboard is a bit rough looking in one spot above the 12th fret. That's the only complaint I have. The instrument looks good, has no sharp edges. Very nice. Also, no fret buzz whatsoever, anywhere on the neck. This is what worried me the most.Playability: For a soprano, very good. The neck is quite a bit wider than my Cordoba, making me think I will probably order the tenor version of this uke at some point. It just plays nice.  Smooth and easy and inviting. I'm still adjusting to playing such a small instrument, but after just 24 hours, I've already made a lot of progress along that line.Tone: Again this is not a professional instrument, and I am by no means a professional player.  But I really like how it sounds. Any soprano will have a thinner sound than a tenor, but this one rings out nicely and has an almost banjo-like tone to my ears. I like that. I like being able to switch from this to the tenor and get such a dramatic change in tone. This one doesn't sound cheap or toy-like to my ears; just different, in a good way.Will update this review after my vacation, during which I will spend much, much time playing it. But so far, it's really hard to believe that the purchase price got me not only the ukulele, but a very nice bag (with shoulder straps!), a strap, an extra set of strings, and a very nice little clamp-on tuner. If I had paid twice the price for just the ukulele, I would still be very pleased.",donner,Dim Dandy
5.0 out of 5 stars,"Reviewed in the United States on August 17, 2017",Concert,Great Gift,Gift for my granddaughter. She was excited and said everything she needed was included.,donner,Cindy Ketchum
5.0 out of 5 stars,"Reviewed in the United States on August 17, 2017",Concert,Love My Uke!!!,"Besides receiving ""the triangle"" when I was 3, this is my first music instrument and my first time at attempting to play. I've had it for about a few weeks and love it. It's well made and plays great for this beginner. I like the clip on tuner that it came with, it helps get accurate sound. Love it and recommend to everyone who wants to play the uke.",donner,Cutie Pie14
5.0 out of 5 stars,"Reviewed in the United States on August 17, 2017",Soprano,This was my first stringed instrument (besides piano) and I found it quite easy to get started,I've always wanted a ukulele and thought they were a lot more expensive. Loving it and found enough tutorials online to play many songs. This was my first stringed instrument (besides piano) and I found it quite easy to get started. The tuner is great and I found a cheap $5 ukulele at a garage sale for my kids to play on and can tune that too to keep the kids off mine. It's great!,donner,Dhenry
3.0 out of 5 stars,"Reviewed in the United States on August 16, 2017",Soprano,Three Stars,Clip on tuner was defective,donner,Shinji Horiki
5.0 out of 5 stars,"Reviewed in the United States on August 16, 2017",Tenor,"Nice, inexpensive uke","I bought the tenor version, and I am well pleased.  A couple of weeks ago, I got a crash course in guitar making at the C.F. Martin factory.  I was not ready to spring for a $700 instrument that I may or may not be able to learn, so I got a Donner for a tenth the price.The construction is excellent.  I do touch up the tuning every time I pick it up, but it requires less each time.  Being larger, it is easier for me to play.  The votes are not all in on whether I will actually be able to learn, but I am having fun so far.",donner,James P. Scott
5.0 out of 5 stars,"Reviewed in the United States on August 16, 2017",Soprano,Five Stars,I loved it,donner,Amazon Customer
1.0 out of 5 stars,"Reviewed in the United States on August 15, 2017",Soprano,Disappointed,"Quality of the sounds the ukulele makes compared to other brands is lacking. My mom and I both got one to play together but me from Donner and my mom from another company. However, hers is so much easier to tune and stays tuned for a decent period of time, while the tuning for this one needs to be fixed every 15 minutes. Very disappointed.",donner,Esther
5.0 out of 5 stars,"Reviewed in the United States on August 14, 2017",Concert,Five Stars,Really good quality.,donner,Patricia Sullivan
5.0 out of 5 stars,"Reviewed in the United States on August 12, 2017",Soprano,Great starter set for someone wanting to learn the ukulele,"Great starter set for someone wanting to learn the ukulele! It didn't hold a tune well at first, but as soon as it acclimated it was fine.",donner,Max K.
5.0 out of 5 stars,"Reviewed in the United States on August 11, 2017",Soprano,Five Stars,My kids love it !!! 😍,donner,jiao
5.0 out of 5 stars,"Reviewed in the United States on August 11, 2017",Concert,Five Stars,"Sounds great, looks great and keeps a tune!!!!",donner,Bam
5.0 out of 5 stars,"Reviewed in the United States on August 11, 2017",Concert,He is so pleased with the instrument's quality sound,"This was a gift for my husband and he loves it. He is so pleased with the instrument's quality sound, the accessories and the case. I would highly recommend this item. Received in perfect condition: very well packed.",donner,kfa
5.0 out of 5 stars,"Reviewed in the United States on August 11, 2017",Concert,Five Stars,Exceeded my expectations,donner,Amazon Customer
5.0 out of 5 stars,"Reviewed in the United States on August 11, 2017",Soprano,It's a really great product,My daughter honestly loved it. It's really pretty and small but really good quality.,donner,Amazon Customer
4.0 out of 5 stars,"Reviewed in the United States on August 10, 2017",Soprano,Perfect for those looking around,"Everything that it came with was perfect, from the ukulele itself to the extra cords being provided. This is a perfect ukulele combination for anyone who wants to have the best of the ukulele, from having it secure in its own bag to having a tuner to make sure it is well tuned. I have no complaints for this perfect combination.",donner,kev090
4.0 out of 5 stars,"Reviewed in the United States on August 10, 2017",Soprano,Amazing first ukulele,For my first ukulele this product is amazing! I would gladly buy from Dinner again if I need/want another ukulele,donner,Matthew
5.0 out of 5 stars,"Reviewed in the United States on August 9, 2017",Soprano,Ukulele,Came very quickly and works great!,donner,Amazon Customer
5.0 out of 5 stars,"Reviewed in the United States on August 8, 2017",Soprano,Perfect for kids,"0:000:00This video is not intended for all audiences. What date were you born?JanuaryFebruaryMarchAprilMayJuneJulyAugustSeptemberOctoberNovemberDecember123456789101112131415161718192021222324252627282930312020201920182017201620152014201320122011201020092008200720062005200420032002200120001999199819971996199519941993199219911990198919881987198619851984198319821981198019791978197719761975197419731972197119701969196819671966196519641963196219611960195919581957195619551954195319521951195019491948194719461945194419431942194119401939193819371936193519341933193219311930192919281927192619251924192319221921192019191918191719161915191419131912191119101909190819071906190519041903190219011900SubmitAdobe Flash Player is required to watch this video.Install Flash PlayerSorry, this video is unsupported on this browser. Accidentally broke my sons ukulele so I bought him this one before his weekly lessons and it's perfect! He loves it.",donner,Crystal
5.0 out of 5 stars,"Reviewed in the United States on August 8, 2017",Concert,Great first ukulele!,"Not an expert, but it sounds nice and stays in tune. The tuner it comes with is really nice. Overall, great value and I love it!",donner,Amazon Customer
5.0 out of 5 stars,"Reviewed in the United States on August 8, 2017",Concert,Nice,Very nice. Great starter instrument,donner,AK
5.0 out of 5 stars,"Reviewed in the United States on August 8, 2017",Soprano,Great bang for your buck,"I'm a beginner player, and this product is perfect for me! The soprano was the perfect size, the tuner is very helpful, and it even come with a little chord chart for you to follow. For anyone who's looking to dabble in the ukulele but doesn't want to spend a fortune on a high-end one, this is perfect for you too.  So excited to learn lots of songs and get better and better at it.",donner,Henny Nguyen
5.0 out of 5 stars,"Reviewed in the United States on August 7, 2017",Concert,Five Stars,Fantastic. Love it. Thank you.,donner,Ev D
5.0 out of 5 stars,"Reviewed in the United States on August 7, 2017",Concert,Great value. Good instrument,Great value.  Good instrument.  Like that it comes with a tuner.,donner,Amazon Customer
1.0 out of 5 stars,"Reviewed in the United States on August 7, 2017",Concert,Lightly used broke after just two months!,We just night this in May. My fifteen year old daughter has used it a fair amount. She went to take it out of the bag this morning and the bridge had popped off. I have requested a replacement or return - we'll see what happens...,donner,Amazon Customer
5.0 out of 5 stars,"Reviewed in the United States on August 7, 2017",Concert,Great beginner ukulele.,"This is a great little instrument for the price (prime day sale item) and it exceeded my expectations. Unlike other reviewers, I found that after a little time stretching, tuning and playing this ukulele it holds its tune quite well (even with the original strings). I purchased the concert size and it has a nice crisp and louder than expected sound. It comes with everything you need to get started (except picks) with everything individually packaged and in perfect condition.HOWEVER, as a guitar player of 21 years, I have become accustomed to a higher quality instrument. I purchased this ukulele to learn a new instrument without breaking the bank before knowing if I will stick to it. This is a great beginner instrument but I will quickly out grow it. The wood has a few ugly flaws that may bother other players but I will happily pass off as ""character"" and there is a dent in the first fret that luckily is positioned where it does not effect sound or playability. The action is off as the bridge sits high and the saddle is slightly crooked (again, a non seasoned musician will not notice or be bothered by this) and one of the tuning knobs is stiff. I will personally address these issues the first time I re-string.So why the 5 star review with the above issues? For the price, this is a great deal and I am very happy with my purchase. I believe it was priced appropriately for what I got and will get me comfortably on my way to learning a new instrument. I would recommend this product for all new beginners.",donner,Amazon Customer
4.0 out of 5 stars,"Reviewed in the United States on August 6, 2017",Concert,Four Stars,"Got this to teach myself how to play. So far, so good",donner,"CJ,Top Contributor: Pets"
5.0 out of 5 stars,"Reviewed in the United States on August 5, 2017",Soprano,Five Stars,Excellent uke. Sounds great.  Tuner is epic,donner,Dani G
5.0 out of 5 stars,"Reviewed in the United States on August 3, 2017",Concert,happy teenager,"product as described, nice quality, packaged well..",donner,Patti
5.0 out of 5 stars,"Reviewed in the United States on August 3, 2017",Concert,Neat Uke!,"Have been having a ball learning how to play the Ukelele with this Donner Uke. The tuner works great, case is of good quality, and the Uke itself sounds great. I feel based on mine that this is an excellent purchase for a beginner.",donner,Amber J. Norris
5.0 out of 5 stars,"Reviewed in the United States on August 2, 2017",Concert,Five Stars,My niece and her daughter are so happy with their new instruments!!,donner,Martha Cortes
5.0 out of 5 stars,"Reviewed in the United States on August 2, 2017",Concert,Second time's the charm!,"Second time's the charm! My first order was lost in transit, but once I reordered it, it arrived promptly! Awesome tuner included in this pack. It seems like I have to retune my uke daily, but I'm told this is normal...?",donner,Amazon Customer
5.0 out of 5 stars,"Reviewed in the United States on August 2, 2017",Concert,good,Met all requirements ...good job,donner,RM
5.0 out of 5 stars,"Reviewed in the United States on August 1, 2017",Concert,A perfect Ukulele to learn on,"I bought one of these ukuleles for my daughter, then I bought another one for myself.  It is a great starter ukulele and easy to play.  Much better sound quality than you would expect at this price. The case is roomy enough so the ukulele isn't cramped and the front pocket is perfect for all the extras you get with the ukulele.  Tuning is easy with the provided tuner.  There are a lot of instructional lessons on the internet, so give it a try.  The size of this Concert Ukulele makes it easier to play than the Soprano sized Ukulele. I highly recommend the Donner Concert Ukulele to anyone interested in learning to play a fun instrument.",donner,Marty Marticci
5.0 out of 5 stars,"Reviewed in the United States on August 1, 2017",Soprano,Excellent starter kit!,"I am a novice ukulele player and no expert on musical instruments.  This is my second ukulele.  My first ukulele was a concert size Caramel.  I thought it would be fun to also have a little soprano to play on.  This Donner DUS-1 is better quality than my Caramel and has a nice sound.  I also appreciate that is has a slotted bridge and fret makers on the side of the neck.  You can tell that the tuner is cheap, but it works just fine and is an improvement from using the tuner app on my phone.  The case fits the uke very nicely.  I haven't tried the strap, but I like that the uku has the strap bolts installed.I think this would be  great starter instrument for a child or an adult.  Because I am an novice, I am not willing to spend hundreds of dollars an instrument to learn on and this is a great price.",donner,Christy Wickline
