"end_day","country","asin","clicks","cost","impressions","gmv_ad","sales_ad","brand"
"2019-12-29","Us","B07QFR2XXX","17","7.46","2965","59.97","3","EE"
"2019-12-29","Us","B07QPR1PXX","47","27.840000000000003","14459","67.98","2","EE"
"2019-12-29","Us","B07QV4QTXX","0","0","520","0","0","EE"
"2019-12-29","Us","B07QV4S8XX","2","1.32","3158","0","0","EE"
"2019-12-29","Us","B07QY6R8XX","0","0","2694","0","0","EE"
"2019-12-29","Us","B07R1HZVXX","10","6.91","7496","0","0","EE"
"2019-12-29","Us","B07R2KP9XX","2","1.4","1847","0","0","EE"
"2019-12-29","Us","B07S4HN2XX","0","0","62","0","0","EE"
"2019-12-29","Us","B07TB311XX","4","3.72","145","0","0","EE"
"2019-12-30","Ca","B074M6KGXX","8","6.25","3240","30.77","1","AA"
"2019-12-30","Ca","B074M766XX","6","3.79","580","0","0","AA"
"2019-12-30","Ca","B0748DQ4XX","28","8.99","5115","0","0","BB"
"2019-12-30","Ca","B078NT86XX","7","2.62","1751","0","0","CC"
"2019-12-30","Ca","B06VTR57XX","1","0.46","1179","0","0","DD"
"2019-12-30","Jp","B07X9LFKXX","9","1.3","816","0","0","AA"
"2019-12-30","Jp","B07XCMZ1XX","14","4.49","2025","0","0","AA"
"2019-12-30","Jp","B07R7PRDXX","15","0.57","4804","0","0","BB"
"2019-12-30","Jp","B07R9XMRXX","41","1.6400000000000001","3009","0","0","BB"
"2019-12-30","Jp","B07VNCB3XX","13","3.46","3547","0","0","CC"
"2019-12-30","Us","B07PPGQZXX","11","11.05","3500","0","0","AA"
"2019-12-30","Us","B07WJYSSXX","28","20.27","6998","0","0","AA"
"2019-12-30","Us","B07JXYLXXX","26","27.47","4437","0","0","BB"
"2019-12-30","Us","B07NRMHCXX","7","4.51","1458","0","0","BB"
"2019-12-30","Us","B07NRMHVXX","13","7.68","4992","28.76","4","BB"
"2019-12-30","Us","B07Q2BHCXX","3","1.42","4204","0","0","BB"
"2019-12-30","Us","B077ZRP3XX","86","58.56999999999999","11003","106.75","3","CC"
"2019-12-30","Us","B078NVL7XX","22","13.990000000000002","4334","33.92","1","CC"
"2019-12-30","Us","B07DJ3WCXX","7","5.14","989","0","0","CC"
"2019-12-30","Us","B07DJ429XX","0","0","52","0","0","CC"
"2019-12-30","Us","B07DJ4ZGXX","23","12.76","3655","75.98","2","CC"
"2019-12-30","Us","B07FNPP7XX","8","6.01","1321","0","0","CC"
"2019-12-30","Us","B07KF8L7XX","38","21.23","8068","0","0","CC"
"2019-12-30","Us","B07PSGNTXX","1","0.5","178","0","0","CC"
"2019-12-30","Us","B07TSH3BXX","2","1.22","328","0","0","CC"
"2019-12-30","Us","B07TYV11XX","0","0","52","0","0","CC"
"2019-12-30","Us","B07Y4ZTBXX","1","0.6","303","0","0","CC"
"2019-12-30","Us","B01N4876XX","7","4.97","350","0","0","DD"
"2019-12-30","Us","B07HNXPXXX","13","9.43","4502","0","0","DD"
"2019-12-30","Us","B07HNXVZXX","7","10.41","1676","0","0","DD"
"2019-12-30","Us","B07MDYLMXX","17","14.4","2861","0","0","DD"
"2019-12-30","Us","B07PQ5XNXX","9","10.33","1159","0","0","DD"
"2019-12-30","Us","B07RYKZBXX","6","4.86","2681","0","0","DD"
"2019-12-30","Us","B07S2QGSXX","2","1.67","2207","0","0","DD"
"2019-12-30","Us","B07QBPSQXX","38","20.63","6602","89.97","3","EE"
"2019-12-30","Us","B07QBPTNXX","18","11.15","7606","0","0","EE"
"2019-12-30","Us","B07QFR2XXX","20","10.219999999999999","2060","0","0","EE"
"2019-12-30","Us","B07QPR1PXX","38","23.82","14905","67.98","2","EE"
"2019-12-30","Us","B07QV4QTXX","0","0","196","0","0","EE"
"2019-12-30","Us","B07QV4S8XX","2","1.41","1469","8.99","1","EE"
"2019-12-30","Us","B07QY6R8XX","4","2.91","2575","0","0","EE"
"2019-12-30","Us","B07R1HZVXX","5","3.31","7557","0","0","EE"
"2019-12-30","Us","B07R2KP9XX","2","1.43","1569","0","0","EE"
"2019-12-30","Us","B07S4HN2XX","0","0","60","0","0","EE"
"2019-12-30","Us","B07TB311XX","3","2.4","543","15.99","1","EE"
"2019-12-31","Ca","B074M766XX","4","2.64","702","70.78","2","AA"
"2019-12-31","Ca","B0748DQ4XX","60","19.55","19651","0","0","BB"
"2019-12-31","Ca","B078NT86XX","2","1.05","1068","0","0","CC"
"2019-12-31","Ca","B06VTR57XX","4","1.99","1062","42.32","1","DD"
"2019-12-31","Jp","B07X9LFKXX","6","1.31","1435","0","0","AA"
"2019-12-31","Jp","B07XCMZ1XX","24","6.41","5877","0","0","AA"
"2019-12-31","Jp","B07R7PRDXX","28","1.16","4087","0","0","BB"
"2019-12-31","Jp","B07R9XMRXX","35","1.4","2027","0","0","BB"
"2019-12-31","Jp","B07VNCB3XX","10","2.79","3428","0","0","CC"
"2019-12-31","Us","B07PPGQZXX","11","11.74","4342","89.99","1","AA"
"2019-12-31","Us","B07WJYSSXX","28","22.130000000000003","5027","109.98","2","AA"
"2019-12-31","Us","B07JXYLXXX","24","27.17","4562","0","0","BB"
"2019-12-31","Us","B07NRMHCXX","2","1.19","1027","0","0","BB"
"2019-12-31","Us","B07NRMHVXX","12","7.12","4425","13.18","2","BB"
"2019-12-31","Us","B07Q2BHCXX","4","2.51","3111","0","0","BB"
"2019-12-31","Us","B077ZRP3XX","67","46.13","10009","145.94","4","CC"
"2019-12-31","Us","B078NVL7XX","18","11.6","3732","0","0","CC"
"2019-12-31","Us","B07DJ3WCXX","10","4.890000000000001","2007","38.99","1","CC"
"2019-12-31","Us","B07DJ429XX","1","0.56","167","0","0","CC"
"2019-12-31","Us","B07DJ4ZGXX","26","15.870000000000001","2086","0","0","CC"
"2019-12-31","Us","B07FNPP7XX","3","1.68","675","0","0","CC"
"2019-12-31","Us","B07KF8L7XX","30","16.36","7533","100.77000000000001","3","CC"
"2019-12-31","Us","B07PSGNTXX","1","0.31","151","0","0","CC"
"2019-12-31","Us","B07TSH3BXX","3","1.65","298","137.97","3","CC"
"2019-12-31","Us","B07TYV11XX","0","0","57","0","0","CC"
"2019-12-31","Us","B07Y4ZTBXX","2","1.33","238","0","0","CC"
"2019-12-31","Us","B01N4876XX","5","2.98","196","42.29","1","DD"
"2019-12-31","Us","B07HNXPXXX","2","1.05","4481","0","0","DD"
"2019-12-31","Us","B07HNXVZXX","5","9.33","679","0","0","DD"
"2019-12-31","Us","B07MDYLMXX","14","10.52","2313","0","0","DD"
"2019-12-31","Us","B07PQ5XNXX","9","11.44","3347","0","0","DD"
"2019-12-31","Us","B07RYKZBXX","2","1.99","1623","0","0","DD"
"2019-12-31","Us","B07S2QGSXX","6","3.57","1534","0","0","DD"
"2019-12-31","Us","B07QBPSQXX","29","16.509999999999998","8421","0","0","EE"
"2019-12-31","Us","B07QBPTNXX","6","4.09","5112","0","0","EE"
"2019-12-31","Us","B07QFR2XXX","2","0.82","1616","0","0","EE"
"2019-12-31","Us","B07QPR1PXX","26","14.77","11183","67.98","2","EE"
"2019-12-31","Us","B07QV4QTXX","0","0","258","0","0","EE"
"2019-12-31","Us","B07QV4S8XX","0","0","495","0","0","EE"
"2019-12-31","Us","B07QY6R8XX","3","2.21","3308","0","0","EE"
"2019-12-31","Us","B07R1HZVXX","8","5.56","4207","0","0","EE"
"2019-12-31","Us","B07R2KP9XX","3","1.62","1052","0","0","EE"
"2019-12-31","Us","B07S4HN2XX","0","0","38","0","0","EE"
"2019-12-31","Us","B07TB311XX","1","1.02","431","0","0","EE"
